# Synthetic data
Ev_idn	arrival times	rcv_index	X		Y		Z		Type
1	  0.06459766	     1	      305.30000	     5723.72000	        0.73790		P
1	  0.06134658	     2	      305.30000	     5723.72000	        0.73790		P
1	  0.06117391	     3	      305.30000	     5723.72000	        0.73790		P
1	  0.06519088	     4	      305.30000	     5723.72000	        0.73790		P
1	  0.06178628	     5	      305.30000	     5723.72000	        0.73790		P
1	  0.06749500	     6	      305.30000	     5723.72000	        0.73790		P
1	  0.08065004	     7	      305.30000	     5723.72000	        0.73790		P
1	  0.06218955	     8	      305.30000	     5723.72000	        0.73790		P
1	  0.04856200	     9	      305.30000	     5723.72000	        0.73790		P
1	  0.04366245	    10	      305.30000	     5723.72000	        0.73790		P
1	  0.03503986	    11	      305.30000	     5723.72000	        0.73790		P
1	  0.06211979	    12	      305.30000	     5723.72000	        0.73790		P
1	  0.05575735	    13	      305.30000	     5723.72000	        0.73790		P
1	  0.05542487	    14	      305.30000	     5723.72000	        0.73790		P
1	  0.06500201	    15	      305.30000	     5723.72000	        0.73790		P
1	  0.07852178	    16	      305.30000	     5723.72000	        0.73790		P
1	  0.11380252	     1	      305.30000	     5723.72000	        0.73790		S
1	  0.12705192	     2	      305.30000	     5723.72000	        0.73790		S
1	  0.10403020	     3	      305.30000	     5723.72000	        0.73790		S
1	  0.10621987	     4	      305.30000	     5723.72000	        0.73790		S
1	  0.10720123	     5	      305.30000	     5723.72000	        0.73790		S
1	  0.12544055	     6	      305.30000	     5723.72000	        0.73790		S
1	  0.14174719	     7	      305.30000	     5723.72000	        0.73790		S
1	  0.12854535	     8	      305.30000	     5723.72000	        0.73790		S
1	  0.09853318	     9	      305.30000	     5723.72000	        0.73790		S
1	  0.07845230	    10	      305.30000	     5723.72000	        0.73790		S
1	  0.06224539	    11	      305.30000	     5723.72000	        0.73790		S
1	  0.11366922	    12	      305.30000	     5723.72000	        0.73790		S
1	  0.09856338	    13	      305.30000	     5723.72000	        0.73790		S
1	  0.09674348	    14	      305.30000	     5723.72000	        0.73790		S
1	  0.13822645	    15	      305.30000	     5723.72000	        0.73790		S
1	  0.14120478	    16	      305.30000	     5723.72000	        0.73790		S
2	  0.04583879	     1	      305.30000	     5723.82000	        0.74590		P
2	  0.05600698	     2	      305.30000	     5723.82000	        0.74590		P
2	  0.04647147	     3	      305.30000	     5723.82000	        0.74590		P
2	  0.04403279	     4	      305.30000	     5723.82000	        0.74590		P
2	  0.04309596	     5	      305.30000	     5723.82000	        0.74590		P
2	  0.05067193	     6	      305.30000	     5723.82000	        0.74590		P
2	  0.05890868	     7	      305.30000	     5723.82000	        0.74590		P
2	  0.04240683	     8	      305.30000	     5723.82000	        0.74590		P
2	  0.03503503	     9	      305.30000	     5723.82000	        0.74590		P
2	  0.02600177	    10	      305.30000	     5723.82000	        0.74590		P
2	  0.01587760	    11	      305.30000	     5723.82000	        0.74590		P
2	  0.04028536	    12	      305.30000	     5723.82000	        0.74590		P
2	  0.03776434	    13	      305.30000	     5723.82000	        0.74590		P
2	  0.03550346	    14	      305.30000	     5723.82000	        0.74590		P
2	  0.05636701	    15	      305.30000	     5723.82000	        0.74590		P
2	  0.05417588	    16	      305.30000	     5723.82000	        0.74590		P
2	  0.08901208	     1	      305.30000	     5723.82000	        0.74590		S
2	  0.09252573	     2	      305.30000	     5723.82000	        0.74590		S
2	  0.07888856	     3	      305.30000	     5723.82000	        0.74590		S
2	  0.09206732	     4	      305.30000	     5723.82000	        0.74590		S
2	  0.06210329	     5	      305.30000	     5723.82000	        0.74590		S
2	  0.09102017	     6	      305.30000	     5723.82000	        0.74590		S
2	  0.10685247	     7	      305.30000	     5723.82000	        0.74590		S
2	  0.08154244	     8	      305.30000	     5723.82000	        0.74590		S
2	  0.05920716	     9	      305.30000	     5723.82000	        0.74590		S
2	  0.04667032	    10	      305.30000	     5723.82000	        0.74590		S
2	  0.02714759	    11	      305.30000	     5723.82000	        0.74590		S
2	  0.07505335	    12	      305.30000	     5723.82000	        0.74590		S
2	  0.07861031	    13	      305.30000	     5723.82000	        0.74590		S
2	  0.07267032	    14	      305.30000	     5723.82000	        0.74590		S
