16
305.420000  5724.001000  0.685350
305.430000  5724.041000  0.668725
305.430000  5723.966000  0.634600
305.452000  5723.966000  0.656600
305.380000  5724.001000  0.699643
305.380000  5724.046000  0.692355
305.375000  5724.091000  0.681944
305.350000  5724.031000  0.709420
305.310000  5723.981000  0.730857
305.310000  5723.936000  0.734676
305.310000  5723.891000  0.740946
305.310000  5724.026000  0.725283
305.400000  5723.981000  0.696919
305.415000  5723.961000  0.693189
305.430000  5724.042000  0.620000
305.452000  5724.042000  0.642000
