# Synthetic data
Ev_idn	arrival times	rcv_index	X		Y		Z
1	  0.06298331	     1	      305.30000	     5723.72000	        0.73790
1	  0.07147777	     2	      305.30000	     5723.72000	        0.73790
1	  0.06084708	     3	      305.30000	     5723.72000	        0.73790
1	  0.06292103	     4	      305.30000	     5723.72000	        0.73790
1	  0.06001191	     5	      305.30000	     5723.72000	        0.73790
1	  0.07094856	     6	      305.30000	     5723.72000	        0.73790
1	  0.07979090	     7	      305.30000	     5723.72000	        0.73790
1	  0.06588674	     8	      305.30000	     5723.72000	        0.73790
1	  0.05380338	     9	      305.30000	     5723.72000	        0.73790
1	  0.04486971	    10	      305.30000	     5723.72000	        0.73790
1	  0.03461787	    11	      305.30000	     5723.72000	        0.73790
1	  0.06390624	    12	      305.30000	     5723.72000	        0.73790
1	  0.05703691	    13	      305.30000	     5723.72000	        0.73790
1	  0.05505571	    14	      305.30000	     5723.72000	        0.73790
1	  0.07540600	    15	      305.30000	     5723.72000	        0.73790
1	  0.07437530	    16	      305.30000	     5723.72000	        0.73790
2	  0.04669911	     1	      305.30000	     5723.82000	        0.74590
2	  0.05555031	     2	      305.30000	     5723.82000	        0.74590
2	  0.04690266	     3	      305.30000	     5723.82000	        0.74590
2	  0.04712566	     4	      305.30000	     5723.82000	        0.74590
2	  0.04091855	     5	      305.30000	     5723.82000	        0.74590
2	  0.05093419	     6	      305.30000	     5723.82000	        0.74590
2	  0.05867240	     7	      305.30000	     5723.82000	        0.74590
2	  0.04520147	     8	      305.30000	     5723.82000	        0.74590
2	  0.03373421	     9	      305.30000	     5723.82000	        0.74590
2	  0.02380422	    10	      305.30000	     5723.82000	        0.74590
2	  0.01491129	    11	      305.30000	     5723.82000	        0.74590
2	  0.04205752	    12	      305.30000	     5723.82000	        0.74590
2	  0.04021006	    13	      305.30000	     5723.82000	        0.74590
2	  0.03877258	    14	      305.30000	     5723.82000	        0.74590
2	  0.05728828	    15	      305.30000	     5723.82000	        0.74590
2	  0.05858971	    16	      305.30000	     5723.82000	        0.74590
3	  0.04011356	     1	      305.25000	     5723.92000	        0.74200
3	  0.04644539	     2	      305.25000	     5723.92000	        0.74200
3	  0.04428601	     3	      305.25000	     5723.92000	        0.74200
3	  0.04548776	     4	      305.25000	     5723.92000	        0.74200
3	  0.03249426	     5	      305.25000	     5723.92000	        0.74200
3	  0.03913207	     6	      305.25000	     5723.92000	        0.74200
3	  0.04486207	     7	      305.25000	     5723.92000	        0.74200
3	  0.03164594	     8	      305.25000	     5723.92000	        0.74200
3	  0.01753912	     9	      305.25000	     5723.92000	        0.74200
3	  0.01278999	    10	      305.25000	     5723.92000	        0.74200
3	  0.01387801	    11	      305.25000	     5723.92000	        0.74200
3	  0.02469472	    12	      305.25000	     5723.92000	        0.74200
3	  0.03415135	    13	      305.25000	     5723.92000	        0.74200
3	  0.03645592	    14	      305.25000	     5723.92000	        0.74200
3	  0.05147483	    15	      305.25000	     5723.92000	        0.74200
3	  0.05277379	    16	      305.25000	     5723.92000	        0.74200
4	  0.03592231	     1	      305.25000	     5724.02000	        0.72900
4	  0.03870016	     2	      305.25000	     5724.02000	        0.72900
4	  0.04401576	     3	      305.25000	     5724.02000	        0.72900
4	  0.04537585	     4	      305.25000	     5724.02000	        0.72900
4	  0.02755017	     5	      305.25000	     5724.02000	        0.72900
4	  0.02828579	     6	      305.25000	     5724.02000	        0.72900
4	  0.03153670	     7	      305.25000	     5724.02000	        0.72900
4	  0.02118881	     8	      305.25000	     5724.02000	        0.72900
4	  0.01461225	     9	      305.25000	     5724.02000	        0.72900
4	  0.02151860	    10	      305.25000	     5724.02000	        0.72900
4	  0.02922548	    11	      305.25000	     5724.02000	        0.72900
4	  0.01231873	    12	      305.25000	     5724.02000	        0.72900
4	  0.03301383	    13	      305.25000	     5724.02000	        0.72900
4	  0.03739169	    14	      305.25000	     5724.02000	        0.72900
4	  0.04362246	    15	      305.25000	     5724.02000	        0.72900
4	  0.04530405	    16	      305.25000	     5724.02000	        0.72900
5	  0.03500299	     1	      305.30000	     5724.12000	        0.69710
5	  0.03214833	     2	      305.30000	     5724.12000	        0.69710
5	  0.04333186	     3	      305.30000	     5724.12000	        0.69710
5	  0.04486920	     4	      305.30000	     5724.12000	        0.69710
5	  0.02930966	     5	      305.30000	     5724.12000	        0.69710
5	  0.02261673	     6	      305.30000	     5724.12000	        0.69710
5	  0.01682816	     7	      305.30000	     5724.12000	        0.69710
5	  0.02078643	     8	      305.30000	     5724.12000	        0.69710
5	  0.02995034	     9	      305.30000	     5724.12000	        0.69710
5	  0.03947377	    10	      305.30000	     5724.12000	        0.69710
5	  0.04857442	    11	      305.30000	     5724.12000	        0.69710
5	  0.01975324	    12	      305.30000	     5724.12000	        0.69710
5	  0.03584849	    13	      305.30000	     5724.12000	        0.69710
5	  0.04028266	    14	      305.30000	     5724.12000	        0.69710
5	  0.03500509	    15	      305.30000	     5724.12000	        0.69710
5	  0.03758569	    16	      305.30000	     5724.12000	        0.69710
6	  0.05060452	     1	      305.30000	     5724.22000	        0.66115
6	  0.04551258	     2	      305.30000	     5724.22000	        0.66115
6	  0.05977814	     3	      305.30000	     5724.22000	        0.66115
6	  0.06001719	     4	      305.30000	     5724.22000	        0.66115
6	  0.04748507	     5	      305.30000	     5724.22000	        0.66115
6	  0.03899186	     6	      305.30000	     5724.22000	        0.66115
6	  0.03162831	     7	      305.30000	     5724.22000	        0.66115
6	  0.04036446	     8	      305.30000	     5724.22000	        0.66115
6	  0.05053324	     9	      305.30000	     5724.22000	        0.66115
6	  0.06072718	    10	      305.30000	     5724.22000	        0.66115
6	  0.07043349	    11	      305.30000	     5724.22000	        0.66115
6	  0.04209257	    12	      305.30000	     5724.22000	        0.66115
6	  0.05358609	    13	      305.30000	     5724.22000	        0.66115
6	  0.05908628	    14	      305.30000	     5724.22000	        0.66115
6	  0.04663226	    15	      305.30000	     5724.22000	        0.66115
6	  0.04712890	    16	      305.30000	     5724.22000	        0.66115
7	  0.05867056	     1	      305.40000	     5723.72000	        0.66239
7	  0.06527883	     2	      305.40000	     5723.72000	        0.66239
7	  0.05084852	     3	      305.40000	     5723.72000	        0.66239
7	  0.05200865	     4	      305.40000	     5723.72000	        0.66239
7	  0.05805930	     5	      305.40000	     5723.72000	        0.66239
7	  0.06580345	     6	      305.40000	     5723.72000	        0.66239
7	  0.07749594	     7	      305.40000	     5723.72000	        0.66239
7	  0.06491086	     8	      305.40000	     5723.72000	        0.66239
7	  0.05830399	     9	      305.40000	     5723.72000	        0.66239
7	  0.05020799	    10	      305.40000	     5723.72000	        0.66239
7	  0.04221812	    11	      305.40000	     5723.72000	        0.66239
